instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,datetime
12029,2012-05-21,2.0,1.0,5,9,0,1,1.0,3.0,40084.88000000001,81691.12879999999,880000.0,67340.8357,14,172,186.0,2012-05-21 09:00:00
12030,2012-05-21,2.0,1.0,5,10,0,1,1.0,3.0,42161.34,86061.068,880000.0,85296.38680000001,28,71,99.0,2012-05-21 10:00:00
12031,2012-05-21,2.0,1.0,5,11,0,1,1.0,2.0,44237.8,90402.2576,830000.0,49385.2846,24,82,106.0,2012-05-21 11:00:00
12032,2012-05-21,2.0,1.0,5,12,0,1,1.0,2.0,44237.8,90402.2576,830000.0,76303.5731,46,124,170.0,2012-05-21 12:00:00
12033,2012-05-21,2.0,1.0,5,13,0,1,1.0,3.0,44237.8,90402.2576,830000.0,76303.5731,49,135,184.0,2012-05-21 13:00:00
12034,2012-05-21,2.0,1.0,5,14,0,1,1.0,3.0,44237.8,90402.2576,830000.0,58348.022,45,135,180.0,2012-05-21 14:00:00
12035,2012-05-21,2.0,1.0,5,15,0,1,1.0,2.0,48390.72,103483.3256,730000.0,58348.022,67,158,225.0,2012-05-21 15:00:00
12036,2012-05-21,2.0,1.0,5,16,0,1,1.0,2.0,48390.72,103483.3256,730000.0,76303.5731,46,269,315.0,2012-05-21 16:00:00
12037,2012-05-21,2.0,1.0,5,17,0,1,1.0,2.0,50467.18,107824.5152,690000.0,76303.5731,40,468,508.0,2012-05-21 17:00:00
12038,2012-05-21,2.0,1.0,5,18,0,1,1.0,1.0,48390.72,103483.3256,730000.0,31429.7335,52,478,530.0,2012-05-21 18:00:00
12039,2012-05-21,2.0,1.0,5,19,0,1,1.0,1.0,50467.18,107824.5152,690000.0,26948.3648,57,391,448.0,2012-05-21 19:00:00
12040,2012-05-21,2.0,1.0,5,20,0,1,1.0,1.0,48390.72,103483.3256,690000.0,40392.4709,44,292,336.0,2012-05-21 20:00:00
12041,2012-05-21,2.0,1.0,5,21,0,1,1.0,1.0,46314.26,103483.3256,690000.0,26948.3648,31,210,241.0,2012-05-21 21:00:00
12042,2012-05-21,2.0,1.0,5,22,0,1,1.0,2.0,46314.26,99113.38640000002,730000.0,49385.2846,26,116,142.0,2012-05-21 22:00:00
12043,2012-05-21,2.0,1.0,5,23,0,1,1.0,1.0,46314.26,99113.38640000002,730000.0,85296.38680000001,18,79,97.0,2012-05-21 23:00:00
12044,2012-05-22,2.0,1.0,5,0,0,2,1.0,1.0,42161.34,86061.068,830000.0,76303.5731,10,26,36.0,2012-05-22 00:00:00
12045,2012-05-22,2.0,1.0,5,1,0,2,1.0,2.0,42161.34,86061.068,830000.0,40392.4709,11,16,27.0,2012-05-22 01:00:00
12046,2012-05-22,2.0,1.0,5,2,0,2,1.0,2.0,42161.34,86061.068,830000.0,31429.7335,1,10,11.0,2012-05-22 02:00:00
12047,2012-05-22,2.0,1.0,5,3,0,2,1.0,2.0,42161.34,86061.068,830000.0,31429.7335,0,5,5.0,2012-05-22 03:00:00
12048,2012-05-22,2.0,1.0,5,4,0,2,1.0,2.0,40084.88000000001,81691.12879999999,880000.0,49385.2846,0,7,7.0,2012-05-22 04:00:00
12049,2012-05-22,2.0,1.0,5,5,0,2,1.0,3.0,40084.88000000001,81691.12879999999,880000.0,58348.022,0,17,17.0,2012-05-22 05:00:00
12050,2012-05-22,2.0,1.0,5,6,0,2,1.0,3.0,40084.88000000001,81691.12879999999,880000.0,31429.7335,8,129,137.0,2012-05-22 06:00:00
12051,2012-05-22,2.0,1.0,5,7,0,2,1.0,3.0,40084.88000000001,81691.12879999999,880000.0,31429.7335,9,315,324.0,2012-05-22 07:00:00
12052,2012-05-22,2.0,1.0,5,8,0,2,1.0,2.0,40084.88000000001,81691.12879999999,880000.0,40392.4709,20,499,590.0,2012-05-22 08:00:00
12053,2012-05-22,2.0,1.0,5,9,0,2,1.0,2.0,44237.8,90402.2576,830000.0,31429.7335,46,287,333.0,2012-05-22 09:00:00
12054,2012-05-22,2.0,1.0,5,10,0,2,1.0,2.0,44237.8,94772.1968,780000.0,26948.3648,52,148,200.0,2012-05-22 10:00:00
12055,2012-05-22,2.0,1.0,5,11,0,2,1.0,2.0,44237.8,94772.1968,780000.0,0.0,39,150,189.0,2012-05-22 11:00:00
12056,2012-05-22,2.0,1.0,5,12,0,2,1.0,2.0,46314.26,99113.38640000002,780000.0,31429.7335,76,178,254.0,2012-05-22 12:00:00
12057,2012-05-22,2.0,1.0,5,13,0,2,1.0,2.0,48390.72,103483.3256,730000.0,0.0,48,195,243.0,2012-05-22 13:00:00
12058,2012-05-22,2.0,1.0,5,14,0,2,1.0,2.0,48390.72,103483.3256,730000.0,31429.7335,73,149,222.0,2012-05-22 14:00:00
12059,2012-05-22,2.0,1.0,5,15,0,2,1.0,1.0,54620.1,116535.64399999996,610000.0,26948.3648,54,191,245.0,2012-05-22 15:00:00
12060,2012-05-22,2.0,1.0,5,16,0,2,1.0,1.0,52543.63999999999,112194.45439999996,610000.0,31429.7335,70,316,386.0,2012-05-22 16:00:00
12061,2012-05-22,2.0,1.0,5,17,0,2,1.0,1.0,56696.56,120905.5832,540000.0,0.0,69,499,642.5,2012-05-22 17:00:00
12062,2012-05-22,2.0,1.0,5,18,0,2,1.0,1.0,52543.63999999999,112194.45439999996,610000.0,40392.4709,76,499,642.5,2012-05-22 18:00:00
12063,2012-05-22,2.0,1.0,5,19,0,2,1.0,1.0,50467.18,107824.5152,690000.0,67340.8357,44,320,364.0,2012-05-22 19:00:00
12064,2012-05-22,2.0,1.0,5,20,0,2,1.0,1.0,48390.72,103483.3256,730000.0,76303.5731,54,319,373.0,2012-05-22 20:00:00
12065,2012-05-22,2.0,1.0,5,21,0,2,1.0,1.0,46314.26,99113.38640000002,780000.0,40392.4709,28,233,261.0,2012-05-22 21:00:00
12066,2012-05-22,2.0,1.0,5,22,0,2,1.0,1.0,46314.26,99113.38640000002,730000.0,26948.3648,17,157,174.0,2012-05-22 22:00:00
12067,2012-05-22,2.0,1.0,5,23,0,2,1.0,1.0,46314.26,99113.38640000002,730000.0,31429.7335,14,91,105.0,2012-05-22 23:00:00
12068,2012-05-23,2.0,1.0,5,0,0,3,1.0,1.0,46314.26,99113.38640000002,780000.0,40392.4709,19,28,47.0,2012-05-23 00:00:00
12069,2012-05-23,2.0,1.0,5,1,0,3,1.0,1.0,44237.8,90402.2576,830000.0,49385.2846,23,9,32.0,2012-05-23 01:00:00
12070,2012-05-23,2.0,1.0,5,2,0,3,1.0,2.0,44237.8,90402.2576,830000.0,49385.2846,2,10,12.0,2012-05-23 02:00:00
12071,2012-05-23,2.0,1.0,5,3,0,3,1.0,1.0,44237.8,94772.1968,780000.0,31429.7335,0,5,5.0,2012-05-23 03:00:00
12072,2012-05-23,2.0,1.0,5,4,0,3,1.0,3.0,42161.34,86061.068,830000.0,58348.022,0,3,3.0,2012-05-23 04:00:00
12073,2012-05-23,2.0,1.0,5,5,0,3,1.0,3.0,40084.88000000001,81691.12879999999,880000.0,76303.5731,6,29,35.0,2012-05-23 05:00:00
12074,2012-05-23,2.0,1.0,5,6,0,3,1.0,1.0,40084.88000000001,81691.12879999999,880000.0,31429.7335,6,154,160.0,2012-05-23 06:00:00
12075,2012-05-23,2.0,1.0,5,7,0,3,1.0,1.0,42161.34,86061.068,830000.0,0.0,16,452,468.0,2012-05-23 07:00:00
12076,2012-05-23,2.0,1.0,5,8,0,3,1.0,1.0,42161.34,86061.068,830000.0,0.0,38,499,642.5,2012-05-23 08:00:00
12077,2012-05-23,2.0,1.0,5,9,0,3,1.0,2.0,46314.26,99113.38640000002,780000.0,0.0,39,258,297.0,2012-05-23 09:00:00
12078,2012-05-23,2.0,1.0,5,10,0,3,1.0,1.0,46314.26,99113.38640000002,780000.0,26948.3648,52,139,191.0,2012-05-23 10:00:00
12079,2012-05-23,2.0,1.0,5,11,0,3,1.0,1.0,48390.72,103483.3256,730000.0,0.0,46,151,197.0,2012-05-23 11:00:00
12080,2012-05-23,2.0,1.0,5,12,0,3,1.0,2.0,50467.18,107824.5152,690000.0,26948.3648,42,206,248.0,2012-05-23 12:00:00
12081,2012-05-23,2.0,1.0,5,13,0,3,1.0,2.0,50467.18,107824.5152,740000.0,49385.2846,69,201,270.0,2012-05-23 13:00:00
12082,2012-05-23,2.0,1.0,5,14,0,3,1.0,1.0,52543.63999999999,112194.45439999996,650000.0,40392.4709,67,181,248.0,2012-05-23 14:00:00
12083,2012-05-23,2.0,1.0,5,15,0,3,1.0,2.0,54620.1,116535.64399999996,610000.0,0.0,65,192,257.0,2012-05-23 15:00:00
12084,2012-05-23,2.0,1.0,5,16,0,3,1.0,3.0,54620.1,116535.64399999996,610000.0,26948.3648,62,216,278.0,2012-05-23 16:00:00
12085,2012-05-23,2.0,1.0,5,17,0,3,1.0,3.0,48390.72,103483.3256,690000.0,31429.7335,45,240,285.0,2012-05-23 17:00:00
12086,2012-05-23,2.0,1.0,5,18,0,3,1.0,3.0,48390.72,103483.3256,690000.0,31429.7335,31,296,327.0,2012-05-23 18:00:00
12087,2012-05-23,2.0,1.0,5,19,0,3,1.0,2.0,46314.26,94772.1968,830000.0,49385.2846,40,336,376.0,2012-05-23 19:00:00
12088,2012-05-23,2.0,1.0,5,20,0,3,1.0,2.0,46314.26,94772.1968,830000.0,26948.3648,28,267,295.0,2012-05-23 20:00:00
12089,2012-05-23,2.0,1.0,5,21,0,3,1.0,2.0,46314.26,94772.1968,830000.0,0.0,24,221,245.0,2012-05-23 21:00:00
12090,2012-05-23,2.0,1.0,5,22,0,3,1.0,2.0,46314.26,94772.1968,830000.0,49385.2846,23,136,159.0,2012-05-23 22:00:00
12091,2012-05-23,2.0,1.0,5,23,0,3,1.0,1.0,44237.8,90402.2576,830000.0,40392.4709,23,83,106.0,2012-05-23 23:00:00
12092,2012-05-24,2.0,1.0,5,0,0,4,1.0,1.0,44237.8,90402.2576,830000.0,26948.3648,7,49,56.0,2012-05-24 00:00:00
12093,2012-05-24,2.0,1.0,5,1,0,4,1.0,1.0,44237.8,86061.068,880000.0,26948.3648,9,21,30.0,2012-05-24 01:00:00
12094,2012-05-24,2.0,1.0,5,2,0,4,1.0,1.0,44237.8,86061.068,880000.0,0.0,1,15,16.0,2012-05-24 02:00:00
12095,2012-05-24,2.0,1.0,5,3,0,4,1.0,2.0,44237.8,86061.068,880000.0,31429.7335,1,3,4.0,2012-05-24 03:00:00
12096,2012-05-24,2.0,1.0,5,4,0,4,1.0,2.0,44237.8,86061.068,880000.0,49385.2846,0,5,5.0,2012-05-24 04:00:00
12097,2012-05-24,2.0,1.0,5,5,0,4,1.0,2.0,44237.8,86061.068,880000.0,49385.2846,1,29,30.0,2012-05-24 05:00:00
12098,2012-05-24,2.0,1.0,5,6,0,4,1.0,2.0,44237.8,86061.068,880000.0,49385.2846,10,146,156.0,2012-05-24 06:00:00
12099,2012-05-24,2.0,1.0,5,7,0,4,1.0,1.0,44237.8,90402.2576,830000.0,31429.7335,22,393,415.0,2012-05-24 07:00:00
12100,2012-05-24,2.0,1.0,5,8,0,4,1.0,1.0,46314.26,99113.38640000002,730000.0,40392.4709,33,499,642.5,2012-05-24 08:00:00
12101,2012-05-24,2.0,1.0,5,9,0,4,1.0,1.0,46314.26,99113.38640000002,730000.0,49385.2846,34,267,301.0,2012-05-24 09:00:00
12102,2012-05-24,2.0,1.0,5,10,0,4,1.0,1.0,48390.72,103483.3256,650000.0,40392.4709,47,138,185.0,2012-05-24 10:00:00
12103,2012-05-24,2.0,1.0,5,11,0,4,1.0,1.0,50467.18,107824.5152,650000.0,40392.4709,61,160,221.0,2012-05-24 11:00:00
12104,2012-05-24,2.0,1.0,5,12,0,4,1.0,1.0,54620.1,116535.64399999996,579999.9999999999,31429.7335,76,213,289.0,2012-05-24 12:00:00
12105,2012-05-24,2.0,1.0,5,13,0,4,1.0,1.0,56696.56,120905.5832,540000.0,49385.2846,69,233,302.0,2012-05-24 13:00:00
12106,2012-05-24,2.0,1.0,5,14,0,4,1.0,1.0,58773.02,125246.7728,550000.0000000001,67340.8357,72,180,252.0,2012-05-24 14:00:00
12107,2012-05-24,2.0,1.0,5,15,0,4,1.0,1.0,58773.02,125246.7728,550000.0000000001,76303.5731,69,222,291.0,2012-05-24 15:00:00
12108,2012-05-24,2.0,1.0,5,16,0,4,1.0,1.0,58773.02,125246.7728,550000.0000000001,107733.3066,61,329,390.0,2012-05-24 16:00:00
12109,2012-05-24,2.0,1.0,5,17,0,4,1.0,1.0,58773.02,125246.7728,550000.0000000001,85296.38680000001,114,499,642.5,2012-05-24 17:00:00
12110,2012-05-24,2.0,1.0,5,18,0,4,1.0,1.0,56696.56,120905.5832,540000.0,98770.5692,114,499,642.5,2012-05-24 18:00:00
12111,2012-05-24,2.0,1.0,5,19,0,4,1.0,1.0,54620.1,116535.64399999996,610000.0,89777.7555,76,416,492.0,2012-05-24 19:00:00
12112,2012-05-24,2.0,1.0,5,20,0,4,1.0,2.0,50467.18,107824.5152,690000.0,85296.38680000001,55,343,398.0,2012-05-24 20:00:00
12113,2012-05-24,2.0,1.0,5,21,0,4,1.0,3.0,48390.72,99113.38640000002,780000.0,49385.2846,48,237,285.0,2012-05-24 21:00:00
12114,2012-05-24,2.0,1.0,5,22,0,4,1.0,2.0,48390.72,99113.38640000002,780000.0,31429.7335,33,210,243.0,2012-05-24 22:00:00
12115,2012-05-24,2.0,1.0,5,23,0,4,1.0,2.0,48390.72,99113.38640000002,780000.0,40392.4709,36,131,167.0,2012-05-24 23:00:00
12116,2012-05-25,2.0,1.0,5,0,0,5,1.0,1.0,46314.26,94772.1968,830000.0,40392.4709,10,63,73.0,2012-05-25 00:00:00
12117,2012-05-25,2.0,1.0,5,1,0,5,1.0,1.0,46314.26,94772.1968,830000.0,26948.3648,8,34,42.0,2012-05-25 01:00:00
12118,2012-05-25,2.0,1.0,5,2,0,5,1.0,2.0,46314.26,94772.1968,830000.0,0.0,7,16,23.0,2012-05-25 02:00:00
12119,2012-05-25,2.0,1.0,5,3,0,5,1.0,2.0,46314.26,90402.2576,880000.0,31429.7335,8,6,14.0,2012-05-25 03:00:00
12120,2012-05-25,2.0,1.0,5,4,0,5,1.0,2.0,46314.26,90402.2576,880000.0,0.0,3,6,9.0,2012-05-25 04:00:00
12121,2012-05-25,2.0,1.0,5,5,0,5,1.0,2.0,46314.26,90402.2576,880000.0,26948.3648,2,28,30.0,2012-05-25 05:00:00
12122,2012-05-25,2.0,1.0,5,6,0,5,1.0,2.0,46314.26,90402.2576,880000.0,31429.7335,5,108,113.0,2012-05-25 06:00:00
12123,2012-05-25,2.0,1.0,5,7,0,5,1.0,2.0,46314.26,90402.2576,880000.0,49385.2846,7,352,359.0,2012-05-25 07:00:00
12124,2012-05-25,2.0,1.0,5,8,0,5,1.0,2.0,48390.72,94772.1968,890000.0,31429.7335,32,499,583.0,2012-05-25 08:00:00
12125,2012-05-25,2.0,1.0,5,9,0,5,1.0,2.0,48390.72,94772.1968,890000.0,40392.4709,52,288,340.0,2012-05-25 09:00:00
12126,2012-05-25,2.0,1.0,5,10,0,5,1.0,1.0,52543.63999999999,112194.45439999996,790000.0,49385.2846,69,163,232.0,2012-05-25 10:00:00
12127,2012-05-25,2.0,1.0,5,11,0,5,1.0,1.0,52543.63999999999,112194.45439999996,790000.0,40392.4709,90,193,283.0,2012-05-25 11:00:00
12128,2012-05-25,2.0,1.0,5,12,0,5,1.0,1.0,56696.56,125246.7728,660000.0,31429.7335,84,237,321.0,2012-05-25 12:00:00
12129,2012-05-25,2.0,1.0,5,13,0,5,1.0,1.0,58773.02,125246.7728,620000.0,40392.4709,86,247,333.0,2012-05-25 13:00:00
12130,2012-05-25,2.0,1.0,5,14,0,5,1.0,1.0,58773.02,125246.7728,579999.9999999999,40392.4709,104,263,367.0,2012-05-25 14:00:00
12131,2012-05-25,2.0,1.0,5,15,0,5,1.0,1.0,60849.48,133957.9016,620000.0,58348.022,106,360,466.0,2012-05-25 15:00:00
12132,2012-05-25,2.0,1.0,5,16,0,5,1.0,1.0,62925.94000000001,133957.9016,520000.0,67340.8357,114,447,584.0,2012-05-25 16:00:00
12133,2012-05-25,2.0,1.0,5,17,0,5,1.0,1.0,60849.48,133957.9016,620000.0,85296.38680000001,114,499,642.5,2012-05-25 17:00:00
12134,2012-05-25,2.0,1.0,5,18,0,5,1.0,1.0,60849.48,133957.9016,620000.0,58348.022,114,391,522.0,2012-05-25 18:00:00
12135,2012-05-25,2.0,1.0,5,19,0,5,1.0,1.0,58773.02,125246.7728,620000.0,76303.5731,111,293,404.0,2012-05-25 19:00:00
12136,2012-05-25,2.0,1.0,5,20,0,5,1.0,1.0,54620.1,116535.64399999996,650000.0,49385.2846,80,270,350.0,2012-05-25 20:00:00
12137,2012-05-25,2.0,1.0,5,21,0,5,1.0,1.0,54620.1,116535.64399999996,650000.0,40392.4709,62,193,255.0,2012-05-25 21:00:00
12138,2012-05-25,2.0,1.0,5,22,0,5,1.0,1.0,50467.18,107824.5152,740000.0,31429.7335,65,147,212.0,2012-05-25 22:00:00
12139,2012-05-25,2.0,1.0,5,23,0,5,1.0,1.0,50467.18,103483.3256,780000.0,67340.8357,34,132,166.0,2012-05-25 23:00:00
12140,2012-05-26,2.0,1.0,5,0,0,6,0.0,1.0,48390.72,94772.1968,830000.0,49385.2846,18,98,116.0,2012-05-26 00:00:00
12141,2012-05-26,2.0,1.0,5,1,0,6,0.0,1.0,48390.72,94772.1968,830000.0,40392.4709,18,64,82.0,2012-05-26 01:00:00
12142,2012-05-26,2.0,1.0,5,2,0,6,0.0,1.0,48390.72,94772.1968,890000.0,40392.4709,9,55,64.0,2012-05-26 02:00:00
12143,2012-05-26,2.0,1.0,5,3,0,6,0.0,1.0,46314.26,90402.2576,880000.0,31429.7335,9,22,31.0,2012-05-26 03:00:00
12144,2012-05-26,2.0,1.0,5,4,0,6,0.0,1.0,46314.26,90402.2576,880000.0,40392.4709,0,2,2.0,2012-05-26 04:00:00
12145,2012-05-26,2.0,1.0,5,5,0,6,0.0,1.0,46314.26,94772.1968,830000.0,76303.5731,0,10,10.0,2012-05-26 05:00:00
12146,2012-05-26,2.0,1.0,5,6,0,6,0.0,1.0,46314.26,90402.2576,880000.0,58348.022,6,25,31.0,2012-05-26 06:00:00
12147,2012-05-26,2.0,1.0,5,7,0,6,0.0,2.0,46314.26,90402.2576,880000.0,49385.2846,10,44,54.0,2012-05-26 07:00:00
12148,2012-05-26,2.0,1.0,5,8,0,6,0.0,1.0,48390.72,99113.38640000002,780000.0,40392.4709,38,103,141.0,2012-05-26 08:00:00
12149,2012-05-26,2.0,1.0,5,9,0,6,0.0,1.0,48390.72,94772.1968,830000.0,58348.022,97,192,289.0,2012-05-26 09:00:00
12150,2012-05-26,2.0,1.0,5,10,0,6,0.0,1.0,52543.63999999999,112194.45439999996,790000.0,67340.8357,114,256,437.0,2012-05-26 10:00:00
12151,2012-05-26,2.0,1.0,5,11,0,6,0.0,1.0,54620.1,120905.5832,740000.0,58348.022,114,312,520.0,2012-05-26 11:00:00
12152,2012-05-26,2.0,1.0,5,12,0,6,0.0,1.0,58773.02,129616.712,660000.0,67340.8357,114,293,529.0,2012-05-26 12:00:00
12153,2012-05-26,2.0,1.0,5,13,0,6,0.0,1.0,60849.48,138327.8408,660000.0,58348.022,114,274,539.0,2012-05-26 13:00:00
12154,2012-05-26,2.0,1.0,5,14,0,6,0.0,1.0,60849.48,138327.8408,660000.0,67340.8357,114,257,564.0,2012-05-26 14:00:00
12155,2012-05-26,2.0,1.0,5,15,0,6,0.0,1.0,60849.48,138327.8408,660000.0,85296.38680000001,114,239,513.0,2012-05-26 15:00:00
12156,2012-05-26,2.0,1.0,5,16,0,6,0.0,1.0,62925.94000000001,138327.8408,550000.0000000001,76303.5731,114,243,504.0,2012-05-26 16:00:00
12157,2012-05-26,2.0,1.0,5,17,0,6,0.0,2.0,62925.94000000001,133957.9016,520000.0,76303.5731,114,227,462.0,2012-05-26 17:00:00
12158,2012-05-26,2.0,1.0,5,18,0,6,0.0,2.0,60849.48,129616.712,520000.0,58348.022,114,216,415.0,2012-05-26 18:00:00
12159,2012-05-26,2.0,1.0,5,19,0,6,0.0,2.0,58773.02,129616.712,660000.0,67340.8357,114,214,373.0,2012-05-26 19:00:00
12160,2012-05-26,2.0,1.0,5,20,0,6,0.0,2.0,58773.02,125246.7728,550000.0000000001,58348.022,103,152,255.0,2012-05-26 20:00:00
12161,2012-05-26,2.0,1.0,5,21,0,6,0.0,2.0,56696.56,125246.7728,620000.0,58348.022,100,151,251.0,2012-05-26 21:00:00
12162,2012-05-26,2.0,1.0,5,22,0,6,0.0,1.0,54620.1,120905.5832,740000.0,76303.5731,86,118,204.0,2012-05-26 22:00:00
12163,2012-05-26,2.0,1.0,5,23,0,6,0.0,1.0,54620.1,120905.5832,740000.0,76303.5731,36,114,150.0,2012-05-26 23:00:00
12164,2012-05-27,2.0,1.0,5,0,0,0,0.0,2.0,52543.63999999999,112194.45439999996,690000.0,49385.2846,48,89,137.0,2012-05-27 00:00:00
12165,2012-05-27,2.0,1.0,5,1,0,0,0.0,1.0,50467.18,107824.5152,740000.0,67340.8357,17,61,78.0,2012-05-27 01:00:00
12166,2012-05-27,2.0,1.0,5,2,0,0,0.0,1.0,48390.72,103483.3256,730000.0,67340.8357,16,45,61.0,2012-05-27 02:00:00
12167,2012-05-27,2.0,1.0,5,3,0,0,0.0,1.0,48390.72,103483.3256,730000.0,49385.2846,11,25,36.0,2012-05-27 03:00:00
12168,2012-05-27,2.0,1.0,5,4,0,0,0.0,1.0,46314.26,94772.1968,830000.0,58348.022,4,7,11.0,2012-05-27 04:00:00
12169,2012-05-27,2.0,1.0,5,5,0,0,0.0,1.0,46314.26,94772.1968,830000.0,58348.022,2,5,7.0,2012-05-27 05:00:00
12170,2012-05-27,2.0,1.0,5,6,0,0,0.0,1.0,46314.26,94772.1968,830000.0,49385.2846,8,14,22.0,2012-05-27 06:00:00
12171,2012-05-27,2.0,1.0,5,7,0,0,0.0,1.0,46314.26,90402.2576,880000.0,49385.2846,22,30,52.0,2012-05-27 07:00:00
12172,2012-05-27,2.0,1.0,5,8,0,0,0.0,1.0,48390.72,94772.1968,830000.0,58348.022,69,82,151.0,2012-05-27 08:00:00
12173,2012-05-27,2.0,1.0,5,9,0,0,0.0,1.0,50467.18,103483.3256,830000.0,67340.8357,114,140,270.0,2012-05-27 09:00:00
12174,2012-05-27,2.0,1.0,5,10,0,0,0.0,1.0,52543.63999999999,112194.45439999996,740000.0,76303.5731,114,215,424.0,2012-05-27 10:00:00
12175,2012-05-27,2.0,1.0,5,11,0,0,0.0,1.0,56696.56,125246.7728,660000.0,67340.8357,114,251,519.0,2012-05-27 11:00:00
12176,2012-05-27,2.0,1.0,5,12,0,0,0.0,1.0,58773.02,129616.712,660000.0,76303.5731,114,269,570.0,2012-05-27 12:00:00
12177,2012-05-27,2.0,1.0,5,13,0,0,0.0,1.0,60849.48,133957.9016,579999.9999999999,58348.022,114,228,498.0,2012-05-27 13:00:00
12178,2012-05-27,2.0,1.0,5,14,0,0,0.0,1.0,60849.48,133957.9016,579999.9999999999,76303.5731,114,230,547.0,2012-05-27 14:00:00
12179,2012-05-27,2.0,1.0,5,15,0,0,0.0,1.0,62925.94000000001,133957.9016,520000.0,85296.38680000001,114,245,535.0,2012-05-27 15:00:00
12180,2012-05-27,2.0,1.0,5,16,0,0,0.0,1.0,62925.94000000001,133957.9016,520000.0,85296.38680000001,114,243,501.0,2012-05-27 16:00:00
12181,2012-05-27,2.0,1.0,5,17,0,0,0.0,1.0,62925.94000000001,133957.9016,490000.0,89777.7555,114,247,522.0,2012-05-27 17:00:00
12182,2012-05-27,2.0,1.0,5,18,0,0,0.0,1.0,60849.48,133957.9016,579999.9999999999,89777.7555,114,252,518.0,2012-05-27 18:00:00
12183,2012-05-27,2.0,1.0,5,19,0,0,0.0,1.0,60849.48,133957.9016,579999.9999999999,58348.022,114,212,442.0,2012-05-27 19:00:00
12184,2012-05-27,2.0,1.0,5,20,0,0,0.0,1.0,58773.02,125246.7728,550000.0000000001,49385.2846,114,224,392.0,2012-05-27 20:00:00
12185,2012-05-27,2.0,1.0,5,21,0,0,0.0,3.0,50467.18,107824.5152,690000.0,125688.8577,64,79,143.0,2012-05-27 21:00:00
12186,2012-05-27,2.0,1.0,5,22,0,0,0.0,3.0,46314.26,94772.1968,830000.0,0.0,9,50,59.0,2012-05-27 22:00:00
12187,2012-05-27,2.0,1.0,5,23,0,0,0.0,3.0,46314.26,94772.1968,830000.0,40392.4709,31,65,96.0,2012-05-27 23:00:00
12188,2012-05-28,2.0,1.0,5,0,0,1,0.0,1.0,46314.26,94772.1968,830000.0,67340.8357,21,44,65.0,2012-05-28 00:00:00
12189,2012-05-28,2.0,1.0,5,1,0,1,0.0,2.0,46314.26,99113.38640000002,780000.0,89777.7555,14,45,59.0,2012-05-28 01:00:00
12190,2012-05-28,2.0,1.0,5,2,0,1,0.0,1.0,44237.8,90402.2576,830000.0,67340.8357,20,28,48.0,2012-05-28 02:00:00
12191,2012-05-28,2.0,1.0,5,3,0,1,0.0,1.0,46314.26,99113.38640000002,730000.0,49385.2846,6,12,18.0,2012-05-28 03:00:00
12192,2012-05-28,2.0,1.0,5,4,0,1,0.0,1.0,44237.8,94772.1968,780000.0,40392.4709,2,4,6.0,2012-05-28 04:00:00
12193,2012-05-28,2.0,1.0,5,5,0,1,0.0,1.0,44237.8,94772.1968,780000.0,40392.4709,4,5,9.0,2012-05-28 05:00:00
12194,2012-05-28,2.0,1.0,5,6,0,1,0.0,1.0,46314.26,99113.38640000002,730000.0,49385.2846,6,14,20.0,2012-05-28 06:00:00
12195,2012-05-28,2.0,1.0,5,7,0,1,0.0,1.0,46314.26,99113.38640000002,780000.0,31429.7335,24,43,67.0,2012-05-28 07:00:00
12196,2012-05-28,2.0,1.0,5,8,0,1,0.0,1.0,50467.18,107824.5152,690000.0,0.0,62,93,155.0,2012-05-28 08:00:00
12197,2012-05-28,2.0,1.0,5,9,0,1,0.0,1.0,54620.1,116535.64399999996,610000.0,0.0,114,142,263.0,2012-05-28 09:00:00
12198,2012-05-28,2.0,1.0,5,10,0,1,0.0,1.0,54620.1,116535.64399999996,610000.0,0.0,114,175,364.0,2012-05-28 10:00:00
12199,2012-05-28,2.0,1.0,5,11,0,1,0.0,1.0,56696.56,125246.7728,660000.0,40392.4709,114,222,476.0,2012-05-28 11:00:00
12200,2012-05-28,2.0,1.0,5,12,0,1,0.0,1.0,60849.48,133957.9016,620000.0,40392.4709,114,292,525.0,2012-05-28 12:00:00
12201,2012-05-28,2.0,1.0,5,13,0,1,0.0,1.0,65002.4,155750.09840000002,630000.0,85296.38680000001,114,284,556.0,2012-05-28 13:00:00
12202,2012-05-28,2.0,1.0,5,14,0,1,0.0,1.0,65002.4,155750.09840000002,630000.0,85296.38680000001,114,227,465.0,2012-05-28 14:00:00
12203,2012-05-28,2.0,1.0,5,15,0,1,0.0,1.0,67078.86,155750.09840000002,560000.0000000001,89777.7555,114,279,460.0,2012-05-28 15:00:00
12204,2012-05-28,2.0,1.0,5,16,0,1,0.0,1.0,67078.86,155750.09840000002,560000.0000000001,98770.5692,114,278,501.0,2012-05-28 16:00:00
12205,2012-05-28,2.0,1.0,5,17,0,1,0.0,1.0,67078.86,155750.09840000002,560000.0000000001,89777.7555,114,247,405.0,2012-05-28 17:00:00
12206,2012-05-28,2.0,1.0,5,18,0,1,0.0,1.0,65002.4,151380.15920000002,590000.0,89777.7555,114,251,383.0,2012-05-28 18:00:00
